MI,No.overlap
0.174428017,947
0.287531851,1478
0.325114118,1654
0.07804298,494
0.054431514,383
0.039021537,310
0.211087404,1115
0.198599607,1056
0.19592796,1043
0.507612161,2500
0.588672012,2874
0.234052389,1219
0.298979012,1521
0.20303338,1072
0.138650894,772
0.193710083,1028
0.440340214,2175
0.183821902,981
1.44737625,6842
0.164528207,889
0.18007604,961
0.396083292,1961
0.187795002,996
0.041672958,319
0.042419529,322
0.059570148,401
0.038386396,303
0.200316765,1051
0.14170341,779
0.237115989,1218
0.26989895,1369
0.147089836,803
0.168574369,901
0.043430765,325
0.154996256,838
0.294064096,1477
0.039816051,308
0.098344599,577
0.111249088,634
0.279891599,1406
0.189569138,992
0.115343599,652
0.043878739,325
0.440673593,2139
0.285456248,1428
0.085571273,514
0.084123276,506
0.620512269,2944
0.327194407,1609
0.121820678,676
0.10549944,601
0.259436947,1298
0.297030976,1468
0.183373579,953
0.152979518,815
0.126090831,693
0.175508513,914
0.185730604,960
0.896249563,4158
0.287641554,1417
0.30124741,1478
0.147531853,785
0.337751261,1638
0.132197346,714
0.048571681,339
0.260293312,1284
0.123113516,671
0.21430917,1078
0.217568104,1092
0.216726297,1088
0.210404254,1058
0.048506525,337
0.107599371,600
0.306094688,1482
0.049288547,340
0.383929479,1826
0.297489133,1441
0.17059353,877
0.263512311,1287
0.246129862,1209
0.146997063,770
0.167831617,862
0.177919327,906
0.190658503,962
0.225903243,1117
0.253825739,1238
0.272617837,1320
0.227600814,1121
0.179898986,911
0.203734539,1015
0.058873636,378
0.225458994,1109
0.66887121,3055
0.166955708,852
0.137398524,722
0.175944061,891
0.163432728,836
0.226433939,1112
0.221987275,1091
0.175143877,885
0.083094626,482
0.144716784,751
0.106742101,584
0.302447649,1437
0.762167725,3441
0.134782967,706
0.418849726,1943
0.310356873,1470
0.145625461,752
0.043873314,309
0.138417278,720
0.263864074,1265
0.285516038,1358
0.199924056,986
0.064813704,399
0.46516502,2135
0.219218457,1068
0.071120741,426
0.087557974,497
0.24209056,1163
0.143490022,737
0.146429209,749
0.039133972,286
0.166002989,833
0.260741695,1241
0.063300763,390
0.195202764,958
0.230967136,1110
0.266456929,1258
0.146265587,742
0.086008693,484
0.596090346,2665
0.046551144,315
0.136465809,699
0.152079322,765
0.325624016,1504
0.333618948,1538
0.13175489,677
0.159700141,796
0.184847256,903
0.207633372,1000
0.280529193,1310
0.236338839,1121
0.276564751,1292
0.441206648,1992
0.267464992,1252
0.191117579,927
0.217794868,1040
0.215261247,1029
0.41435386,1873
0.239890582,1132
0.159806757,791
0.035976098,267
0.79115878,3459
0.127574129,654
0.287658569,1329
0.179902354,874
0.191348605,922
0.111763091,586
0.199052684,954
0.188229237,908
0.31065602,1424
0.109331045,574
0.143481472,717
0.185065633,891
0.48240683,2139
0.259798538,1204
0.379116249,1704
0.170145314,827
0.654692728,2857
0.681360161,2963
0.264625865,1220
0.263334378,1214
0.546918677,2396
0.274763914,1260
0.150170927,740
0.408373622,1817
0.227653766,1062
0.442036961,1952
0.285856482,1302
0.12982846,650
0.542201915,2357
0.174658197,835
0.218522607,1013
0.546614927,2363
0.025774641,218
0.329732197,1468
0.332543559,1479
0.271349579,1226
0.074028008,415
0.197607899,921
0.128301626,637
0.120260215,604
0.189977895,889
0.301724143,1343
0.392109062,1712
0.22538666,1030
0.655089145,2779
0.211124369,970
0.152992718,733
0.074895938,414
0.424429561,1830
0.211772173,968
0.165196161,779
0.088613011,468
0.247738633,1111
0.373276151,1616
0.157248292,744
0.356794072,1544
0.17678098,819
0.064776865,369
0.207885788,943
0.032902952,241
0.217724347,982
0.423473504,1806
0.359419784,1549
0.35167196,1515
0.333973868,1444
1.356216199,5531
0.145702289,691
0.120371124,588
0.597221064,2485
0.262448098,1150
0.235500853,1041
0.183819108,836
0.201508432,905
0.33014365,1414
0.307479937,1319
0.899422539,3650
0.11383039,555
0.323427961,1379
0.372499858,1571
0.241510516,1055
0.214788359,949
0.152928046,706
0.273476173,1178
0.10816481,530
0.089561561,457
0.246959468,1071
0.091352462,463
0.152270152,699
0.522625713,2140
0.275951187,1179
0.48945044,2006
0.496999773,2034
0.445741227,1835
0.105207857,513
0.323310069,1358
0.199386513,874
0.206422169,901
0.330209037,1375
0.153602089,695
0.140061387,641
0.305457181,1273
0.175121164,774
0.145348525,660
0.378914388,1552
0.271527614,1139
0.024759301,198
0.109093206,519
0.223589351,955
0.219511554,939
0.210901565,906
0.236732871,1002
0.133292054,609
0.376841877,1532
0.264828642,1107
0.153955353,686
0.244512161,1028
0.156371937,694
0.155971156,692
0.033444939,229
0.050445532,293
0.204468564,873
0.217065141,920
0.217449399,919
0.174112173,756
0.231598355,971
0.279473708,1150
0.080132758,402
0.138083645,619
0.369166638,1484
0.333388989,1346
0.287705217,1174
0.14655891,647
0.388495977,1547
0.185366601,791
0.136028094,607
0.113454704,523
0.29369207,1192
0.223709354,931
0.725496871,2789
0.303199033,1223
0.217663673,906
0.152458983,664
1.04083216,3946
0.074317734,375
0.301720033,1215
0.348331941,1384
0.231529633,952
0.079973137,394
0.177511605,751
0.16920897,720
0.231992458,947
0.308128617,1225
0.151440035,651
0.281404085,1124
0.167467437,709
0.284540889,1135
0.272746844,1091
0.201753818,831
0.38926903,1508
0.133633454,582
0.161043743,681
0.254153535,1014
0.264227556,1050
0.332873891,1296
0.25261717,1005
0.182938886,754
0.1625546,680
0.127248597,553
0.218788969,880
0.162972061,680
0.222011361,891
0.391346042,1496
0.125621356,546
0.144832843,614
0.154415921,647
0.381327189,1454
0.344493444,1322
0.593358119,2205
0.150305526,630
0.723338196,2661
0.202465837,814
0.290865315,1127
0.436235238,1641
0.123522019,533
0.294453123,1137
0.213404705,849
0.593206546,2187
0.176985848,719
0.077338198,368
0.363490147,1375
0.179994034,729
0.166416342,680
0.398356184,1489
0.171196343,694
0.360491151,1356
0.338017468,1277
0.541153426,1987
0.07295219,350
0.203453057,806
0.297696326,1134
0.372047038,1393
0.33455037,1260
0.136805049,571
0.090575458,410
0.039824088,233
0.514937519,1881
0.366347793,1365
0.047602251,259
0.06411206,316
0.325583187,1218
0.124315444,523
0.253139305,967
0.145063803,593
0.146377068,597
0.169926912,678
1.004337364,3546
0.187663354,738
0.065148459,316
0.380758581,1392
0.240355932,912
0.040634799,231
0.163262655,648
0.260032964,977
0.343841893,1262
0.238934556,901
0.537685942,1907
0.169081931,660
0.32810611,1193
0.181399399,699
0.281797074,1035
0.134543136,541
0.417129926,1486
0.394122578,1409
0.194645722,740
0.141665472,563
0.312384775,1131
0.163375894,634
0.103768566,435
0.232970481,864
0.794250095,2722
0.189307507,716
0.231785069,855
0.05135774,259
0.275719482,998
0.212807849,789
0.058300249,281
0.358010348,1266
0.314666486,1123
0.162286798,621
0.272456643,981
0.509161422,1752
0.155272425,596
0.241984636,879
0.194869553,725
0.21085257,776
0.185938487,694
0.187197627,698
0.211199254,776
0.232230367,844
0.212512939,777
0.034943031,201
0.280990835,996
0.26347577,938
0.270069322,957
0.36647217,1264
0.048569665,243
0.142786405,545
0.277355183,975
0.256036895,906
0.508943628,1714
0.073950341,323
0.12848042,497
0.209905306,755
0.201927671,729
0.337949248,1161
0.040145948,214
0.149350972,559
0.351217824,1198
0.298330651,1030
0.031916889,187
0.183079423,665
0.274273928,952
0.36326315,1232
0.145269074,544
0.178562888,649
0.077449843,330
1.042327258,3364
0.587598406,1928
0.188946421,677
0.214321513,754
0.241430141,838
0.296286015,1009
0.078635253,330
0.038263113,204
0.162782223,590
0.032064416,184
0.166675528,602
0.203421121,716
0.293985,991
0.2531813,865
0.124937235,469
0.250961167,853
0.235820873,805
0.23041329,788
0.085294082,344
0.14863688,537
0.207518281,716
0.038454037,200
0.149155787,537
0.349484024,1146
0.18749788,653
0.635597092,2014
0.226627647,769
0.170876053,600
0.484809555,1551
0.248016105,833
0.318419998,1045
0.228785645,773
0.152495982,541
0.095387754,367
0.032602814,179
0.191273719,654
0.266394504,878
0.246001192,813
0.059202855,257
0.2698588,883
0.279052009,909
0.573975707,1784
0.299318139,967
0.075821192,305
0.311776802,1003
0.27508591,894
0.145113985,509
0.932185244,2831
0.218909598,726
0.251850359,821
0.181949162,615
0.180233032,609
0.191543441,642
0.307871338,983
0.297454514,952
0.21089873,698
0.247556639,804
0.28796753,921
0.348453512,1097
0.295414144,941
0.187155663,624
0.297018258,943
0.28379214,904
0.152274306,521
0.358930121,1120
0.258358935,828
0.076993941,302
0.864133593,2576
0.190714941,629
0.285873626,903
0.415490781,1276
0.562011327,1697
0.140956296,484
0.24950086,796
0.155979976,525
0.200725383,653
0.289757246,908
0.307394954,957
0.262970725,826
0.177284479,581
0.174501434,573
0.336793524,1034
0.317863772,980
0.339237173,1035
0.280251538,867
0.313631094,961
0.185002436,598
0.085557195,317
0.084025813,312
0.182767392,589
0.187469136,602
0.330259942,1001
0.305691538,932
0.144299449,479
0.137935099,460
0.080154233,299
0.24434466,756
0.245604824,758
0.283099879,862
0.181837432,580
0.268237164,819
0.237701217,734
0.338073986,1012
0.202591861,636
0.317042215,951
0.400163511,1178
0.184682271,584
0.197866094,620
0.231713698,712
0.071068976,270
0.209365077,650
0.345680205,1023
0.289916988,870
0.188042542,589
0.093110623,329
0.047211404,203
0.221328685,678
0.137771414,450
0.166377313,528
0.041059543,186
0.095758814,335
0.248111658,750
0.461524576,1331
0.292001175,869
0.152068964,488
0.224168892,684
0.33648542,989
0.368611044,1075
0.286186318,850
0.084249826,302
0.279493155,831
0.309195322,911
0.251584327,754
0.916194478,2547
0.420545979,1208
0.050341555,209
0.037236055,173
0.577311474,1619
0.192115252,587
0.419947801,1196
0.214616221,646
0.157370394,493
0.156800153,491
0.318730977,923
0.320384632,927
0.451919003,1275
0.940708274,2570
0.338156482,970
0.030845131,154
0.246696979,724
0.238239156,698
0.604504097,1661
0.368767191,1040
0.046346413,193
0.274684278,790
0.036637025,167
0.414530762,1152
0.23089748,673
0.031583431,153
0.253728691,730
0.153798817,470
0.40477273,1121
0.777778516,2089
0.455756199,1250
0.181375687,539
0.368321588,1022
0.114540636,366
0.110693973,356
0.226401201,654
0.30324701,852
0.163737406,492
0.183971438,544
0.608390634,1637
0.440515177,1204
0.414382147,1132
0.207239574,600
0.330923184,910
0.308551806,853
0.041331879,174
0.188721622,548
0.332441933,911
0.312640185,859
0.436954706,1172
0.160024662,472
0.208805654,594
0.25900575,720
0.322948036,877
0.217534803,612
0.309947076,843
0.177071432,510
0.614972434,1603
0.233283737,649
0.709873042,1836
0.071215614,245
0.471245056,1240
0.45781509,1203
0.319554117,859
0.375721771,996
0.340670255,909
0.168993782,484
0.241652686,663
0.060705006,216
0.279434049,753
0.24213279,660
0.076159582,253
0.271539353,731
0.236504752,645
0.281565089,755
0.210448518,581
0.28788736,770
0.205833633,569
0.441344115,1144
0.143647839,417
0.239328467,649
0.23620715,641
0.2975485,786
0.10471363,319
0.29153072,770
0.241304001,646
0.2093087,569
0.068077558,229
0.134805794,388
0.353453004,908
0.350672805,901
0.412744342,1049
0.620708778,1540
0.241435163,637
0.146176434,411
0.163834059,452
0.081192361,256
0.094064146,286
0.294594439,758
0.180372094,487
0.768734143,1862
0.288838675,739
0.134226382,376
0.224150621,585
0.04931243,178
0.07428171,236
0.228259448,593
0.196973975,519
0.294349956,741
0.094571366,280
0.145551513,397
0.24131801,614
0.237977034,604
0.28080102,701
0.14463375,391
0.1344433,367
0.216815859,553
0.203112792,519
0.567223539,1335
0.771306265,1791
0.292667164,715
0.102173863,289
0.29838554,723
0.294616708,714
0.032412356,132
0.123726219,334
0.215238628,535
0.047596064,165
0.242049171,593
0.293814833,707
0.119161513,322
0.299787561,718
0.22028848,542
0.335017533,792
0.249090936,604
0.160075634,409
0.171702493,432
0.149522839,383
0.245645323,591
0.22426903,543
0.450495832,1029
0.304746974,715
0.269936848,640
0.186655362,460
0.288563771,677
0.41645799,951
0.344346615,796
0.37144036,854
0.22414066,538
0.048492025,162
0.276630371,650
0.258449123,611
0.285693406,669
0.248509502,588
0.252790288,597
0.255706235,603
0.284843726,664
0.323015465,745
0.430956871,968
0.168788156,414
0.383596412,867
0.166613313,409
0.062386043,189
0.27693334,638
0.171612678,417
0.13395059,337
0.216362725,509
0.043651603,148
0.112246218,291
0.235088043,547
0.195756534,463
0.370015548,824
0.159019975,386
0.314555944,706
0.281536584,637
0.154643272,375
0.253292546,578
0.092207657,246
0.140999802,346
0.226641757,521
0.231785956,531
0.241947385,549
0.235270488,535
0.283718622,630
0.361570767,787
0.077581991,212
0.352577944,767
0.190061902,438
0.216807608,491
0.229679479,516
0.063037604,181
0.676097728,1404
0.142987974,339
0.271221327,594
0.384113615,818
0.279094297,608
0.256258172,561
0.339356101,725
0.375270519,796
0.326301844,697
0.097654225,246
0.22768459,501
0.246083863,537
0.278420729,600
0.233676915,512
0.389167234,817
0.254241121,552
0.291525314,625
0.240660412,524
0.204139177,452
0.219515829,482
0.273879022,588
0.314389194,666
0.218489635,479
0.254952264,545
0.17990547,400
0.157098993,354
0.186345232,410
0.34673281,717
0.133266852,305
0.215981993,462
0.566968593,1127
0.395670936,802
0.266268794,556
0.440686431,884
0.147591933,328
0.060251064,164
0.252877177,524
0.266878135,548
0.26236249,539
0.035670596,117
0.224047466,467
0.174125806,374
0.474821281,928
0.323036506,645
0.436260834,852
0.314064566,626
0.239522344,488
0.210733496,434
0.045162929,131
0.247303206,497
0.273334363,544
0.167508341,349
0.366012571,704
0.045094019,129
0.569686669,1061
0.159044595,331
0.261841154,513
0.293524202,567
0.308024596,592
0.446944395,837
0.147498338,307
0.24853089,483
0.256172303,496
0.271703279,522
0.07132348,172
0.184974029,370
0.397899923,741
0.262946499,505
0.180745633,361
0.266680875,508
0.17184676,344
0.371442557,688
0.116539832,248
0.258583546,493
0.821248068,1462
0.251316112,479
0.298380768,559
0.284559979,535
0.222798186,429
0.300337437,561
0.071763727,169
0.203882118,394
0.259783712,489
0.086200899,193
0.336516788,619
0.278331855,516
0.318189968,581
0.702751168,1227
0.383575561,689
0.577897335,1014
0.297100949,543
0.177239258,342
0.145793705,289
0.125164117,254
0.202241897,382
0.306804153,555
0.264040362,483
0.255130102,468
0.35023445,625
0.082876758,182
0.202521669,379
0.537177762,930
0.194416121,364
0.314212252,559
0.268713785,482
0.201273075,372
0.173820582,327
0.159164869,303
0.199684185,368
0.244566873,440
0.17611054,328
0.308164081,540
0.57648674,972
0.420925604,719
0.536205728,902
0.843104868,1392
0.149129421,282
0.205360802,371
0.211537065,377
0.255492245,445
0.423993642,710
0.287708845,494
0.315737301,536
0.175869496,316
0.248089189,426
0.276556689,470
1.036892803,1644
0.32079035,535
0.32985018,547
0.247341874,420
0.192659958,336
0.379345038,621
0.907506615,1426
0.34921613,574
0.347411875,571
0.255389039,430
0.042509204,106
0.989185888,1545
0.265443685,444
0.241281386,404
0.09882152,189
0.278376216,458
0.433405226,689
0.381590501,611
0.199749564,339
0.164914543,286
0.202054921,341
0.063692454,134
0.260521715,424
0.179943052,305
0.503315203,779
0.36328015,573
0.450167453,700
0.238781261,389
0.260223368,420
0.296294304,472
0.217098658,356
0.262537294,422
0.213225022,350
0.181260451,303
0.179106803,298
0.162120737,272
0.312862058,488
0.22313357,358
0.309840904,478
0.359838615,548
0.394878191,597
0.220643778,349
0.31175516,477
0.208500852,329
0.374075987,558
0.980811155,1388
0.370696424,546
0.953986933,1340
0.357280284,524
0.259858477,391
0.374024617,545
0.529477266,756
0.259459996,389
0.337320027,494
0.136782078,222
0.237050524,356
0.39115885,563
0.272617521,401
0.143759556,228
0.054914527,109
0.317496576,457
0.549448748,762
0.232075902,342
0.354395027,499
0.435002218,601
0.485090787,666
0.57553217,783
0.259511914,372
0.322244611,453
0.395562374,546
0.32549768,455
0.287732999,405
0.326062037,454
0.246846808,351
0.819063444,1079
0.575850383,765
0.163492651,240
0.216601129,306
0.155338622,229
0.623521546,814
0.293804676,400
0.634952948,823
0.264599504,360
0.254682015,346
0.369904571,487
0.26528043,358
0.484760832,626
0.86899028,1088
0.461495326,592
0.253468323,339
0.307705914,401
1.474050302,1794
0.243297913,322
0.426179014,538
0.262414043,343
0.823968384,1004
0.195109148,262
0.23084433,302
0.17664435,236
0.252152281,323
0.462337931,563
0.267956097,339
0.554984217,664
0.440736435,529
0.597479338,704
0.26554184,328
0.751595062,872
0.251989394,312
0.350863792,421
0.364620289,433
0.425161568,498
0.485365207,564
0.405472939,475
0.422514882,489
0.376642518,439
0.412184061,477
0.725496949,816
0.651239361,730
0.229640353,276
0.253899323,302
0.17821941,220
0.283767704,333
0.240311317,285
0.078300952,112
0.282030189,328
0.177896138,214
0.38857929,433
0.745201899,798
0.384257876,422
0.249577929,281
0.277457005,308
0.280698874,311
0.400633252,432
0.15919296,188
0.400518759,431
0.397346613,425
0.800623377,824
0.576030225,596
0.507635307,523
0.680783089,686
0.351013174,358
0.175783407,191
0.695929603,675
0.582187251,566
0.678405795,646
0.153736564,163
0.421541356,401
0.37784394,354
0.514751656,469
0.154569973,156
0.59969754,531
0.182201817,177
0.241988976,223
0.681731183,569
0.697460642,565
0.69869073,560
0.167843241,147
0.189192386,162
0.543694658,415
0.431817509,315
0.385746095,280
0.522101097,368
0.158189907,124
0.140327617,111
0.542219778,365
0.681411379,440
0.164040602,106
0.595156229,339
0.616366448,347
0.619510783,296
0.631598938,244
